PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
18920,DAL,28,Malik,Hooker,S,Active,"6'2""",212,1996-04-02T00:00:00,Ohio State,1,DB,True,DEF,Malik Hooker,27,7th Season,"April 2, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18920.png,7,ARI,3,M.Hooker,,Scrambled,Scrambled,0,41,DAL,IND,2017,0,2,False,6,2,2,,Scrambled,,304984,3cb26a5c-9c90-46ad-b539-e29ad6934e30,12156,11695,,80903,,,,30128,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8274356,http://cdn.usatsimg.com/api/download/?imageID=21372360,http://cdn.usatsimg.com/api/download/?imageID=21375294,2023-09-08T20:41:15,2023-09-09T00:29:55,,[]
17337,DAL,29,C.J.,Goodwin,CB,Active,"6'3""",190,1990-02-04T00:00:00,California (PA),1,DB,True,DEF,C.J. Goodwin,33,8th Season,"February 4, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17337.png,7,ARI,3,C.Goodwin,,Scrambled,Scrambled,0,42,DAL,PIT,2014,,,True,6,3,2,,Scrambled,999,301087,6d62aaa2-fe41-4672-941f-7314a0b9b367,,9842,828353,80724,12121,54863,828353,28289,Scrambled,Scrambled,,Scrambled,C.J. Goodwin,,C.J. Goodwin,,Scrambled,Scrambled,False,1365,,,9,9,,,8250742,,,,,,[]
23327,DAL,30,Juanyeh,Thomas,S,Active,"6'3""",217,2000-06-24T00:00:00,Georgia Tech,0,DB,True,DEF,Juanyeh Thomas,23,1st Season,"June 24, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23327.png,7,ARI,3,J.Thomas,,Scrambled,Scrambled,0,41,DAL,DAL,2022,,,True,6,3,2,,Scrambled,,,8a8dfad0-d314-11ec-8b77-45b1765fd110,,16145,,198795,,,,34595,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298304,,,,,,[]
24904,DAL,31,Josh,Butler,CB,Practice Squad,"6'0""",182,1996-11-25T00:00:00,Michigan State,0,DB,True,DEF,Josh Butler,26,1st Season,"November 25, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,ARI,3,J.Butler,,Scrambled,Scrambled,,,DAL,DAL,2023,,,True,6,0,2,,Scrambled,,,804bd6a0-2c00-11ee-b1fc-571fc9ac66e0,,17650,,,,,,40829,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,,,,,,,[]
19861,DAL,32,Ronald,Jones,RB,Suspended,"5'11""",208,1997-08-03T00:00:00,USC,1,RB,True,OFF,Ronald Jones,26,6th Season,"August 3, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19861.png,7,ARI,3,R.Jones,104.9,Scrambled,Scrambled,,,DAL,TB,2018,0,13,False,5,11,2,2,Scrambled,1332,305857,15965c39-17be-4338-911a-8f337f48a3ce,13061,12566,880033,91481,,63591,880033,31008,Scrambled,Scrambled,2023-07-31T00:00:00,Scrambled,Ronald Jones II,Ronald Jones II,Ronald Jones II,1,Scrambled,Scrambled,True,1498,1332,,9,9,880033,Ronald Jones II,8313684,http://cdn.usatsimg.com/api/download/?imageID=21372388,http://cdn.usatsimg.com/api/download/?imageID=21375266,2023-09-08T20:45:01,2023-09-09T00:28:38,,[]
23442,DAL,33,Damone,Clark,LB,Active,"6'3""",240,2000-06-28T00:00:00,LSU,0,LB,True,DEF,Damone Clark,23,2nd Season,"June 28, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23442.png,7,ARI,3,D.Clark,,Scrambled,Scrambled,0,41,DAL,DAL,2022,1,59,False,6,3,2,,Scrambled,,,9976d1c8-b52f-4eba-8f95-7ee288c7b730,,16017,,133040,,,,34132,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298252,http://cdn.usatsimg.com/api/download/?imageID=21372214,http://cdn.usatsimg.com/api/download/?imageID=21375339,2023-09-08T20:16:31,2023-09-09T00:32:04,,[]
24263,DAL,35,DeMarvion,Overshown,LB,Injured Reserve,"6'2""",220,2000-08-13T00:00:00,Texas,0,LB,True,DEF,DeMarvion Overshown,23,Rookie,"August 13, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24263.png,7,ARI,3,D.Overshown,,Scrambled,Scrambled,,,DAL,DAL,2023,0,30,False,6,2,2,,Scrambled,,,2df409f7-2d3a-4dc3-98aa-0b261594bb1f,,16940,,133579,,,,40099,Scrambled,Scrambled,2023-08-20T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,9,9,,,8313690,,,,,,[]
24479,DAL,37,Eric,Scott Jr.,CB,Active,"6'0""",197,1999-08-07T00:00:00,Southern Mississippi,0,DB,True,DEF,Eric Scott Jr.,24,Rookie,"August 7, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24479.png,7,ARI,3,E.Scott Jr.,,Scrambled,Scrambled,0,42,DAL,DAL,2023,1,59,False,6,0,2,,Scrambled,,,8385d8de-c682-4970-b657-13fd197d20db,,17408,,180747,,,,40217,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8313694,,,,,,[]
24278,DAL,40,Hunter,Luepke,RB,Active,"6'1""",238,2000-02-28T00:00:00,North Dakota State,0,RB,True,OFF,Hunter Luepke,23,Rookie,"February 28, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24278.png,7,ARI,3,H.Luepke,,Scrambled,Scrambled,0,0,DAL,DAL,2023,,,True,6,1,2,2,Scrambled,1332,,58f425d0-f677-11ed-978f-0975e9cb7dba,,17000,,181094,,185863,1130976,40780,Scrambled,Scrambled,,Scrambled,Hunter Luepke,Hunter Luepke,Hunter Luepke,0,Scrambled,Scrambled,False,1332,1332,,9,9,,,8313687,http://cdn.usatsimg.com/api/download/?imageID=21372446,http://cdn.usatsimg.com/api/download/?imageID=21375326,2023-09-08T20:52:03,2023-09-09T00:31:30,,[]
24188,DAL,42,Deuce,Vaughn,RB,Active,"5'6""",176,2001-11-02T00:00:00,Kansas State,0,RB,True,OFF,Deuce Vaughn,21,Rookie,"November 2, 2001",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24188.png,7,ARI,3,D.Vaughn,65.9,Scrambled,Scrambled,0,,DAL,DAL,2023,1,71,False,5,6,2,2,Scrambled,1465,,e444229e-c262-40a7-bb89-61d4b774da55,,17003,1228925,178151,,137254,1228925,40240,Scrambled,Scrambled,,Scrambled,Deuce Vaughn,Deuce Vaughn,Deuce Vaughn,0,Scrambled,Scrambled,False,1465,1465,,9,9,,,8313698,,,,,,[]
20249,DAL,44,Trent,Sieg,LS,Active,"6'3""",240,1995-05-19T00:00:00,Colorado State,1,LS,True,ST,Trent Sieg,28,6th Season,"May 19, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20249.png,7,ARI,3,T.Sieg,,Scrambled,Scrambled,0,,DAL,BAL,2018,,,True,6,3,2,3,Scrambled,,306242,378df3b9-0a5c-4d68-a173-79bc0df07a66,,13128,741321,81151,,,741321,31251,Scrambled,Scrambled,,Scrambled,,Trent Sieg,,,Scrambled,Scrambled,False,,,,9,9,,,8313695,http://cdn.usatsimg.com/api/download/?imageID=21372517,http://cdn.usatsimg.com/api/download/?imageID=21372516,2023-09-08T21:03:45,2023-09-08T21:03:39,,[]
23609,DAL,50,Devin,Harper,LB,Active,"6'0""",234,1998-05-13T00:00:00,Oklahoma State,0,LB,True,DEF,Devin Harper,25,2nd Season,"May 13, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23609.png,7,ARI,3,D.Harper,,Scrambled,Scrambled,0,40,DAL,DAL,2022,1,64,False,6,0,2,,Scrambled,,,04b3ee50-da8c-4917-a6fd-9d11d6d81887,,16276,,119991,,,,34149,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298272,http://cdn.usatsimg.com/api/download/?imageID=21372355,http://cdn.usatsimg.com/api/download/?imageID=21375285,2023-09-08T20:39:38,2023-09-09T00:29:28,,[]
23532,DAL,54,Sam,Williams,DE,Active,"6'4""",261,1999-03-31T00:00:00,Mississippi,0,DL,True,DEF,Sam Williams,24,2nd Season,"March 31, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23532.png,7,ARI,3,S.Williams,,Scrambled,Scrambled,0,38,DAL,DAL,2022,0,19,False,6,4,2,,Scrambled,,,49ee26a1-4c2a-4980-ad86-b9553ef220bd,,,1161110,140426,,,,34011,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298314,http://cdn.usatsimg.com/api/download/?imageID=21372641,http://cdn.usatsimg.com/api/download/?imageID=21375347,2023-09-08T21:15:58,2023-09-09T00:32:34,,[]
19838,DAL,55,Leighton,Vander Esch,LB,Active,"6'4""",256,1996-02-08T00:00:00,Boise State,1,LB,True,DEF,Leighton Vander Esch,27,6th Season,"February 8, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19838.png,7,ARI,3,L.Vander Esch,,Scrambled,Scrambled,0,40,DAL,DAL,2018,0,2,False,6,4,2,,Scrambled,,305838,b6ab79d0-cbb6-4e2c-8a9d-2e4a092325bc,13118,12479,838540,80893,,,,30989,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250976,http://cdn.usatsimg.com/api/download/?imageID=21372632,http://cdn.usatsimg.com/api/download/?imageID=21375277,2023-09-08T21:13:27,2023-09-09T00:29:01,,[]
16764,DAL,56,Dante,Fowler Jr.,DE,Active,"6'3""",261,1994-08-03T00:00:00,Florida,1,DL,True,DEF,Dante Fowler Jr.,29,9th Season,"August 3, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16764.png,7,ARI,3,D.Fowler Jr.,,Scrambled,Scrambled,0,39,DAL,JAX,2015,0,0,False,6,3,2,,Scrambled,,303207,6bc85af5-fc58-4656-82da-d02780a0f6f6,10389,10349,694612,56872,,,,28391,Scrambled,Scrambled,,Scrambled,,Dante Fowler Jr.,Dante Fowler Jr.,,Scrambled,Scrambled,False,,,,9,9,,,8298261,http://cdn.usatsimg.com/api/download/?imageID=16715990,http://cdn.usatsimg.com/api/download/?imageID=21372263,2021-09-09T22:51:28,2023-09-08T20:22:54,,[]
24146,DAL,58,Mazi,Smith,DT,Active,"6'3""",337,2001-06-16T00:00:00,Michigan,0,DL,True,DEF,Mazi Smith,22,Rookie,"June 16, 2001",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24146.png,7,ARI,3,M.Smith,,Scrambled,Scrambled,0,39,DAL,DAL,2023,0,3,False,6,3,2,,Scrambled,,,8f71baa6-45f2-4b27-8d26-508290a50604,,16864,,140199,,,,40044,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8313696,http://cdn.usatsimg.com/api/download/?imageID=21372596,http://cdn.usatsimg.com/api/download/?imageID=21375395,2023-09-08T21:09:05,2023-09-09T00:34:37,,[]
21995,DAL,63,Tyler,Biadasz,C,Active,"6'3""",316,1997-11-20T00:00:00,Wisconsin,0,OL,True,OFF,Tyler Biadasz,25,4th Season,"November 20, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21995.png,7,ARI,3,T.Biadasz,,Scrambled,Scrambled,0,35,DAL,DAL,2020,0,49,False,6,3,2,,Scrambled,,307864,f5b61bef-6214-4d70-9a34-d58da29ce2d5,,14485,924357,120130,,,,32816,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250683,http://cdn.usatsimg.com/api/download/?imageID=21372205,http://cdn.usatsimg.com/api/download/?imageID=21375280,2023-09-08T20:14:45,2023-09-09T00:29:15,,[]
19001,DAL,65,Sean,Harlow,OL,Practice Squad,"6'4""",284,1995-03-28T00:00:00,Oregon State,0,OL,True,OFF,Sean Harlow,28,4th Season,"March 28, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19001.png,7,ARI,3,S.Harlow,,Scrambled,Scrambled,,,DAL,ATL,2017,0,45,False,6,4,2,,Scrambled,,304724,f4f08533-c692-4aba-84fe-fc21101c7bda,,11796,,75448,,,,30249,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8249384,http://cdn.usatsimg.com/api/download/?imageID=16550324,http://cdn.usatsimg.com/api/download/?imageID=16550325,2021-08-11T19:08:58,2021-08-11T19:09:12,,[]
24105,DAL,66,T.J.,Bass,G,Active,"6'4""",325,2000-03-16T00:00:00,Oregon,0,OL,True,OFF,T.J. Bass,23,Rookie,"March 16, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24105.png,7,ARI,3,T.Bass,,Scrambled,Scrambled,0,36,DAL,DAL,2023,,,True,6,4,2,,Scrambled,,,dfc90360-f676-11ed-978f-0975e9cb7dba,,17190,,177002,,,,,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8313649,,,,,,[]
23353,DAL,67,Brock,Hoffman,C,Active,"6'4""",302,1999-07-02T00:00:00,Virginia Tech,0,OL,True,OFF,Brock Hoffman,24,1st Season,"July 2, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23353.png,7,ARI,3,B.Hoffman,,Scrambled,Scrambled,0,35,DAL,CLE,2022,,,True,6,4,2,,Scrambled,,,2fcfb2b0-d309-11ec-8b77-45b1765fd110,,16527,,128169,,,,34482,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8309309,,,,,,[]
16369,DAL,70,Zack,Martin,G,Active,"6'4""",315,1990-11-20T00:00:00,Notre Dame,1,OL,True,OFF,Zack Martin,32,10th Season,"November 20, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16369.png,7,ARI,3,Z.Martin,,Scrambled,Scrambled,0,36,DAL,DAL,2014,0,2,False,6,4,2,,Scrambled,,302446,5a001d28-b271-410a-8c91-3159a6096258,9422,9266,508978,40503,11090,,,27544,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250838,http://cdn.usatsimg.com/api/download/?imageID=21372436,http://cdn.usatsimg.com/api/download/?imageID=21375400,2023-09-08T20:51:16,2023-09-09T00:34:52,,[]
20746,DAL,71,Chuma,Edoga,G,Active,"6'3""",308,1997-05-25T00:00:00,USC,1,OL,True,OFF,Chuma Edoga,26,5th Season,"May 25, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20746.png,7,ARI,3,C.Edoga,,Scrambled,Scrambled,0,35,DAL,NYJ,2019,0,31,False,6,3,2,,Scrambled,,306812,668bbc04-3346-4ba5-b038-9b5485f79d1c,,13801,865843,91469,,,,31924,Scrambled,Scrambled,2023-09-17T00:00:00,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8313664,http://cdn.usatsimg.com/api/download/?imageID=21372227,http://cdn.usatsimg.com/api/download/?imageID=21375256,2023-09-08T20:20:19,2023-09-09T00:28:10,,[]
23507,DAL,73,Tyler,Smith,OL,Active,"6'6""",332,2001-04-03T00:00:00,Tulsa,0,OL,True,OFF,Tyler Smith,22,2nd Season,"April 3, 2001",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23507.png,7,ARI,3,T.Smith,,Scrambled,Scrambled,0,35,DAL,DAL,2022,0,3,False,6,6,2,,Scrambled,,,23390ab5-2b55-4d8e-851c-01f9cf338ede,,16047,1165313,141901,,,,33979,Scrambled,Scrambled,2023-09-04T00:00:00,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298298,http://cdn.usatsimg.com/api/download/?imageID=19220990,http://cdn.usatsimg.com/api/download/?imageID=19220989,2022-10-12T18:21:51,2022-10-12T18:21:47,,[]
22707,DAL,75,Josh,Ball,OT,Injured Reserve,"6'8""",304,1998-05-15T00:00:00,Marshall,0,OL,True,OFF,Josh Ball,25,3rd Season,"May 15, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22707.png,7,ARI,3,J.Ball,,Scrambled,Scrambled,,,DAL,DAL,2021,0,46,False,6,8,2,,Scrambled,,,79c0e337-bc7b-4abc-9660-0d919251c83b,,15269,,120409,,,,33526,Scrambled,Scrambled,2023-08-29T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,9,9,,,8274339,http://cdn.usatsimg.com/api/download/?imageID=21372175,http://cdn.usatsimg.com/api/download/?imageID=21372173,2023-09-08T20:11:31,2023-09-08T20:11:26,,[]
24167,DAL,76,Asim,Richards,OL,Active,"6'4""",307,2000-10-02T00:00:00,North Carolina,0,OL,True,OFF,Asim Richards,22,Rookie,"October 2, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24167.png,7,ARI,3,A.Richards,,Scrambled,Scrambled,0,35,DAL,DAL,2023,1,56,False,6,4,2,,Scrambled,,,eefb94f0-fa64-4b02-93dd-ba7a992760a3,,17106,,142581,,,,,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8313692,http://cdn.usatsimg.com/api/download/?imageID=21372506,http://cdn.usatsimg.com/api/download/?imageID=21375304,2023-09-08T21:01:17,2023-09-09T00:30:21,,[]
13129,DAL,77,Tyron,Smith,OT,Active,"6'5""",320,1990-12-12T00:00:00,USC,1,OL,True,OFF,Tyron Smith,32,13th Season,"December 12, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13129.png,7,ARI,3,T.Smith,,Scrambled,Scrambled,0,35,DAL,DAL,2011,0,1,False,6,5,2,,Scrambled,,300670,c3f2ea91-98d6-4d37-b5bd-3c7ac07e5b24,6441,7349,459327,37665,17095,,,24796,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250948,http://cdn.usatsimg.com/api/download/?imageID=21372526,http://cdn.usatsimg.com/api/download/?imageID=21375343,2023-09-08T21:05:31,2023-09-09T00:32:20,,[]
22041,DAL,78,Terence,Steele,OT,Active,"6'6""",310,1997-06-04T00:00:00,Texas Tech,0,OL,True,OFF,Terence Steele,26,4th Season,"June 4, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22041.png,7,ARI,3,T.Steele,,Scrambled,Scrambled,0,36,DAL,DAL,2020,,,True,6,6,2,,Scrambled,,307689,9b1a3246-4f3b-47f7-9bf8-a33d6e454723,,14693,882954,93435,,,,33093,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250953,http://cdn.usatsimg.com/api/download/?imageID=21372582,http://cdn.usatsimg.com/api/download/?imageID=21372575,2023-09-08T21:08:34,2023-09-08T21:08:13,,[]
23410,DAL,79,Matt,Waletzko,OT,Injured Reserve,"6'8""",305,1999-12-15T00:00:00,North Dakota,0,OL,True,OFF,Matt Waletzko,23,2nd Season,"December 15, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23410.png,7,ARI,3,M.Waletzko,,Scrambled,Scrambled,,,DAL,DAL,2022,1,52,False,6,8,2,,Scrambled,,,e0e0e9b9-5c2a-4328-b46c-66bb9bd206ff,,16082,1126495,198759,,,,34111,Scrambled,Scrambled,2023-08-29T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,9,9,,,8298311,http://cdn.usatsimg.com/api/download/?imageID=21372638,http://cdn.usatsimg.com/api/download/?imageID=21372637,2023-09-08T21:14:57,2023-09-08T21:14:19,,[]
24776,DAL,81,John,Stephens Jr.,WR,Injured Reserve,"6'5""",221,1999-09-23T00:00:00,Louisiana-Lafayette,0,WR,True,OFF,John Stephens Jr.,24,Rookie,"September 23, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24776.png,7,ARI,3,J.Stephens Jr.,,Scrambled,Scrambled,,,DAL,DAL,2023,,,True,6,5,2,2,Scrambled,999,,6ee21b90-f672-11ed-84b9-4745dec76369,,17588,,133899,,94600,1113487,40782,Scrambled,Scrambled,2023-08-20T00:00:00,Scrambled,John Stephens Jr.,John Stephens Jr.,John Stephens Jr.,1,Scrambled,Scrambled,True,1332,999,,9,9,,,8313697,http://cdn.usatsimg.com/api/download/?imageID=21372622,http://cdn.usatsimg.com/api/download/?imageID=21375332,2023-09-08T21:10:27,2023-09-09T00:31:46,,[]
24397,DAL,83,Jalen,Brooks,WR,Active,"6'2""",205,2000-05-07T00:00:00,South Carolina,0,WR,True,OFF,Jalen Brooks,23,Rookie,"May 7, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24397.png,7,ARI,3,J.Brooks,329.7,Scrambled,Scrambled,0,1,DAL,DAL,2023,1,81,False,6,2,2,2,Scrambled,999,,66f7bbe1-eb89-4b48-83db-d947b04ff1fd,,17185,,179721,,138277,1223301,40257,Scrambled,Scrambled,,Scrambled,Jalen Brooks,Jalen Brooks,Jalen Brooks,1,Scrambled,Scrambled,False,1332,999,,9,9,,,8313654,,,,,,[]
24459,DAL,85,David,Durden,WR,Injured Reserve,"6'2""",200,1998-12-26T00:00:00,West Florida,0,WR,True,OFF,David Durden,24,Rookie,"December 26, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24459.png,7,ARI,3,D.Durden,,Scrambled,Scrambled,,,DAL,DAL,2023,,,True,6,2,2,2,Scrambled,999,,2b6c0b90-f66e-11ed-823b-d335e7ef7897,,17219,,138412,,185862,1118734,40773,Scrambled,Scrambled,2023-08-24T00:00:00,Scrambled,David Durden,David Durden,David Durden,1,Scrambled,Scrambled,True,1332,999,,9,9,,,8313662,,,,,,[]
24288,DAL,86,Luke,Schoonmaker,TE,Active,"6'5""",250,1998-09-28T00:00:00,Michigan,0,TE,True,OFF,Luke Schoonmaker,24,Rookie,"September 28, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24288.png,7,ARI,3,L.Schoonmaker,153.5,Scrambled,Scrambled,0,1,DAL,DAL,2023,0,19,False,6,5,2,3,Scrambled,899,,143957a7-4649-4a19-b351-e606edc75ebd,,16855,,133802,,91417,1130242,40061,Scrambled,Scrambled,,Scrambled,Luke Schoonmaker,Luke Schoonmaker,Luke Schoonmaker,0,Scrambled,Scrambled,False,1498,899,,9,9,,,8313693,http://cdn.usatsimg.com/api/download/?imageID=21372513,http://cdn.usatsimg.com/api/download/?imageID=21375316,2023-09-08T21:02:39,2023-09-09T00:30:55,,[]
23138,DAL,87,Jake,Ferguson,TE,Active,"6'5""",244,1999-01-18T00:00:00,Wisconsin,0,TE,True,OFF,Jake Ferguson,24,2nd Season,"January 18, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23138.png,7,ARI,3,J.Ferguson,71.9,Scrambled,Scrambled,0,1,DAL,DAL,2022,0,43,False,6,5,2,3,Scrambled,1199,,f46eab3d-d7dd-4420-b3f9-6da9ac1308ab,,15947,1065361,126601,,89680,1065361,34085,Scrambled,Scrambled,,Scrambled,Jake Ferguson,Jake Ferguson,Jake Ferguson,0,Scrambled,Scrambled,False,1665,1199,,9,9,,,8298260,,,,,,[]
21679,DAL,88,CeeDee,Lamb,WR,Active,"6'2""",200,1999-04-08T00:00:00,Oklahoma,0,WR,True,OFF,CeeDee Lamb,24,4th Season,"April 8, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21679.png,7,ARI,3,C.Lamb,1.4,Scrambled,Scrambled,0,1,DAL,DAL,2020,0,2,False,6,2,2,2,Scrambled,2564,307698,a72ea15b-5199-4101-a300-846e1c655add,,14411,1062020,127700,,86631,1062020,32687,Scrambled,Scrambled,,Scrambled,CeeDee Lamb,CeeDee Lamb,CeeDee Lamb,0,Scrambled,Scrambled,False,2830,2564,,9,9,,,8250821,http://cdn.usatsimg.com/api/download/?imageID=21372394,http://cdn.usatsimg.com/api/download/?imageID=21375382,2023-09-08T20:45:35,2023-09-09T00:34:04,,[]
22517,DAL,89,Peyton,Hendershot,TE,Active,"6'4""",254,1999-04-23T00:00:00,Indiana,0,TE,True,OFF,Peyton Hendershot,24,2nd Season,"April 23, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22517.png,7,ARI,3,P.Hendershot,131.9,Scrambled,Scrambled,0,1,DAL,DAL,2022,,,True,6,4,2,3,Scrambled,832,,944893b0-d30e-11ec-8b77-45b1765fd110,,16041,,130396,,88816,1065138,34607,Scrambled,Scrambled,,Scrambled,Peyton Hendershot,Peyton Hendershot,Peyton Hendershot,0,Scrambled,Scrambled,False,1432,832,,9,9,,,8298274,http://cdn.usatsimg.com/api/download/?imageID=21372359,http://cdn.usatsimg.com/api/download/?imageID=21375319,2023-09-08T20:40:31,2023-09-09T00:31:10,,[]
16366,DAL,90,DeMarcus,Lawrence,DE,Active,"6'3""",265,1992-04-28T00:00:00,Boise State,1,DL,True,DEF,DeMarcus Lawrence,31,10th Season,"April 28, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16366.png,7,ARI,3,D.Lawrence,,Scrambled,Scrambled,0,38,DAL,DAL,2014,0,11,False,6,3,2,,Scrambled,,301527,3e3bd10a-6462-47f8-8938-42518781d060,9633,9344,651780,58633,11489,,651780,27562,Scrambled,Scrambled,,Scrambled,,Demarcus Lawrence,Demarcus Lawrence,,Scrambled,Scrambled,False,,,,9,9,,,8250824,http://cdn.usatsimg.com/api/download/?imageID=21372416,http://cdn.usatsimg.com/api/download/?imageID=21372413,2023-09-08T20:49:45,2023-09-08T20:49:25,,[]
